종목코드,종목명,현재가,대비,등락률(%),매도호가,매수호가,거래량(주),거래대금(원),시가,고가,저가,액면가,통화구분,상장주식수(주),상장시가총액(원),총카운트
068050,팬엔터테인먼트,"5,120","265","5.46","5,130","5,120","85,170","423,937,915","4,775","5,120","4,775","500",원(KRW),"13,742,997","70,364,144,640",
028670,팬오션,"5,670","-80","1.39","5,680","5,670","2,721,139","15,586,848,170","5,800","5,810","5,660","1,000",원(KRW),"534,539,944","3,030,841,482,480",
222110,팬젠,"16,650","300","1.83","16,650","16,500","32,598","540,567,450","16,500","16,950","16,250","500",원(KRW),"9,615,781","160,102,753,650",
010820,퍼스텍,"3,545","30","0.00","3,545","3,540","230,769","811,409,565","3,505","3,550","3,410","500",원(KRW),"46,764,840","165,781,357,800",
016800,퍼시스,"32,650","50","0.15","32,650","32,600","1,058","34,476,550","32,650","32,900","32,200","1,000",원(KRW),"11,500,000","375,475,000,000",
060900,퍼시픽바이오,"1,880","155","8.99","1,885","1,880","2,181,542","4,000,940,975","1,720","1,940","1,710","100",원(KRW),"43,614,252","81,994,793,760",
263750,펄어비스,"243,100","9,000","3.84","243,200","243,100","258,035","62,736,293,900","237,800","249,200","233,600","500",원(KRW),"12,066,300","2,933,317,530,000",
001020,페이퍼코리아,"1,590","40","2.58","1,590","1,585","380,622","601,971,550","1,555","1,605","1,545","500",원(KRW),"54,216,657","86,204,484,630",
087010,펩트론,"64,000","-1,400","2.14","64,000","63,800","192,071","12,212,597,000","65,600","66,400","61,500","500",원(KRW),"7,418,184","474,763,776,000",
090080,평화산업,"2,290","-5","0.22","2,300","2,290","271,119","627,715,730","2,335","2,380","2,280","500",원(KRW),"37,403,844","85,654,802,760",
043370,평화정공,"10,250","50","0.49","10,250","10,200","43,828","450,600,750","10,250","10,450","10,200","500",원(KRW),"21,000,000","215,250,000,000",
010770,평화홀딩스,"7,460","30","0.00","7,460","7,450","94,181","701,405,940","7,530","7,560","7,350","500",원(KRW),"14,625,466","109,105,976,360",
119500,포메탈,"4,450","200","4.71","4,450","4,445","430,985","1,910,199,280","4,265","4,550","4,250","500",원(KRW),"11,847,232","52,720,182,400",
016670,포비스티앤씨,"1,560","10","0.65","1,560","1,555","386,463","598,813,040","1,545","1,565","1,535","500",원(KRW),"40,078,058","62,521,770,480",
056730,포스링크,"2,380","-60","2.46","2,380","2,375","652,038","1,549,866,595","2,435","2,435","2,335","500",원(KRW),"38,709,375","92,128,312,500",
022100,포스코 ICT,"8,350","380","4.77","8,350","8,340","1,694,894","13,889,819,800","7,990","8,370","7,910","500",원(KRW),"152,034,729","1,269,489,987,150",
058430,포스코강판,"25,450","350","1.39","25,450","25,250","10,198","256,726,500","24,900","25,550","24,800","5,000",원(KRW),"6,000,000","152,700,000,000",
047050,포스코대우,"20,000","300","1.52","20,000","19,950","623,676","12,608,504,350","19,700","20,600","19,700","5,000",원(KRW),"123,375,149","2,467,502,980,000",
009520,포스코엠텍,"3,105","-50","1.58","3,110","3,105","211,073","658,283,610","3,110","3,175","3,075","500",원(KRW),"41,642,703","129,300,592,815",
003670,포스코켐텍,"47,400","-1,200","2.47","47,450","47,400","815,276","39,121,642,050","48,850","49,650","45,100","500",원(KRW),"59,070,000","2,799,918,000,000",
189690,포시에스,"8,590","50","0.59","8,590","8,570","95,704","822,860,670","8,650","8,830","8,330","500",원(KRW),"7,168,563","61,577,956,170",
176560,포인트엔지니어링,"65,500","-400","0.61","65,500","65,000","120","7,860,000","65,500","65,500","65,500","500",원(KRW),"2,480,000","162,440,000,000",
141020,포티스,"2,055","-35","1.67","2,060","2,055","1,328,624","2,683,367,360","2,090","2,090","1,900","500",원(KRW),"43,941,687","90,300,166,785",
039230,폭스브레인,"2,260","-35","1.53","2,265","2,260","1,899,968","4,311,635,650","2,240","2,360","2,200","500",원(KRW),"45,671,560","103,217,725,600",
007630,폴루스바이오팜,"16,000","1,150","7.74","16,050","16,000","1,151,323","18,480,729,050","15,100","16,950","15,100","500",원(KRW),"31,469,066","503,505,056,000",
005670,푸드웰,"5,700","110","1.97","5,700","5,690","19,741","111,900,340","5,590","5,730","5,580","500",원(KRW),"8,000,000","45,600,000,000",
094940,푸른기술,"6,750","170","2.58","6,760","6,750","1,028,900","7,023,023,110","6,800","7,200","6,510","500",원(KRW),"6,574,202","44,375,863,500",
007330,푸른저축은행,"7,720","30","0.00","7,720","7,680","5,802","44,635,930","7,720","7,800","7,660","1,000",원(KRW),"15,082,800","116,439,216,000",
017810,풀무원,"145,000","30","0.00","145,000","144,000","2,213","319,654,000","146,500","146,500","144,000","5,000",원(KRW),"3,809,095","552,318,775,000",
093380,풍강,"3,360","30","0.90","3,360","3,350","19,701","65,282,825","3,330","3,360","3,300","500",원(KRW),"9,879,313","33,194,491,680",
023900,풍국주정,"13,750","30","0.00","13,800","13,750","113,769","1,556,975,300","13,750","13,900","13,550","500",원(KRW),"12,600,000","173,250,000,000",
103140,풍산,"41,200","-400","0.96","41,200","41,050","158,377","6,526,151,450","41,500","41,800","40,500","5,000",원(KRW),"28,024,278","1,154,600,253,600",
005810,풍산홀딩스,"50,800","300","0.59","50,800","50,600","11,681","584,355,750","50,700","51,100","49,600","5,000",원(KRW),"7,835,167","398,026,483,600",
195440,퓨전데이타,"8,040","-30","0.37","8,050","8,040","37,246","299,251,420","8,200","8,200","7,970","500",원(KRW),"8,408,250","67,602,330,000",
214270,퓨쳐스트림네트웍스,"3,320","120","3.75","3,325","3,320","1,727,272","5,623,613,500","3,190","3,320","3,180","100",원(KRW),"84,002,338","278,887,762,160",
220100,퓨쳐켐,"19,300","800","4.32","19,300","19,250","30,583","582,611,450","18,500","19,350","18,500","500",원(KRW),"5,622,139","108,507,282,700",
035200,프럼파스트,"6,450","280","4.54","6,450","6,410","208,026","1,297,801,720","6,210","6,450","6,060","500",원(KRW),"8,846,117","57,057,454,650",
203690,프로스테믹스,"7,490","160","2.18","7,500","7,490","437,861","3,272,842,600","7,300","7,630","7,300","100",원(KRW),"45,374,817","339,857,379,330",
053610,프로텍,"17,400","-50","0.29","17,400","17,350","35,004","611,796,350","17,450","17,750","17,300","500",원(KRW),"9,460,203","164,607,532,200",
053160,프리엠스,"9,580","450","4.93","9,590","9,580","199,310","1,880,181,930","9,070","9,710","9,070","500",원(KRW),"6,000,000","57,480,000,000",
075130,플랜티넷,"6,090","120","2.01","6,090","6,070","67,597","407,787,920","5,980","6,090","5,920","500",원(KRW),"8,960,000","54,566,400,000",
222670,플럼라인생명과학,"9,490","550","6.15","9,490","9,000","1,166","10,522,980","8,940","9,980","8,940","500",원(KRW),"2,074,500","19,687,005,000",
023770,플레이위드,"9,480","140","1.50","9,480","9,420","15,763","147,927,030","9,340","9,480","9,200","500",원(KRW),"3,460,850","32,808,858,000",
266870,플렉스파워에이더블유에스,"4,475","580","14.89","0","4,475","3,030","11,924,680","3,930","4,475","3,920","500",원(KRW),"5,425,070","24,277,188,250",
150440,피노텍,"8,330","230","2.84","8,300","8,100","16,529","132,755,370","8,080","8,400","7,820","500",원(KRW),"9,417,912","78,451,206,960",
032580,피델릭스,"2,210","-30","1.34","2,215","2,210","427,238","976,099,975","2,240","2,340","2,210","500",원(KRW),"20,567,273","45,453,673,330",
258250,피시피아비아이티,"4,750","55","1.17","4,750","4,500","1,560","7,368,500","4,700","4,750","4,700","500",원(KRW),"3,869,548","18,380,353,000",
051380,피씨디렉트,"4,640","10","0.22","4,640","4,630","6,440","29,935,005","4,760","4,760","4,610","500",원(KRW),"7,540,136","34,986,231,040",
241820,피씨엘,"19,250","250","1.32","19,300","19,250","121,289","2,298,646,050","18,850","19,250","18,650","500",원(KRW),"8,921,164","171,732,407,000",
237750,피앤씨테크,"8,700","-50","0.57","8,700","8,630","98,050","867,240,260","8,910","9,040","8,620","500",원(KRW),"6,496,600","56,520,420,000",
131390,피앤이솔루션,"11,250","-150","1.32","11,300","11,250","275,802","3,163,752,550","11,550","11,750","11,250","500",원(KRW),"14,280,000","160,650,000,000",
054340,피앤텔,"2,525","20","0.80","2,525","2,520","399,133","1,010,214,975","2,510","2,585","2,500","500",원(KRW),"25,028,216","63,196,245,400",
024850,피에스엠씨,"673","7","1.05","673","669","144,260","96,355,077","671","673","660","500",원(KRW),"38,726,201","26,062,733,273",
031980,피에스케이,"28,150","1,350","5.04","28,150","28,000","168,070","4,713,917,950","27,000","28,550","26,950","500",원(KRW),"20,331,604","572,334,652,600",
002230,피에스텍,"5,860","120","2.09","5,880","5,860","83,612","488,736,390","5,730","5,930","5,730","500",원(KRW),"19,669,243","115,261,763,980",
242350,피엔아이시스템,"5,050","30","0.00","5,180","5,000","0","0","0","0","0","500",원(KRW),"4,612,220","23,291,711,000",
239890,피엔에이치테크,"9,400","30","0.00","9,400","9,000","0","0","0","0","0","500",원(KRW),"2,060,000","19,364,000,000",
137400,피엔티,"14,100","450","3.30","14,100","14,050","196,938","2,741,353,150","13,700","14,100","13,450","500",원(KRW),"8,266,666","116,559,990,600",
144740,피엠디아카데미,"170","10","6.25","173","170","55,024","9,314,079","160","184","141","500",원(KRW),"1,737,554","295,384,180",
128660,피제이메탈,"2,105","105","5.25","2,110","2,105","15,418,192","37,965,071,120","2,195","2,600","2,105","500",원(KRW),"24,803,369","52,211,091,745",
006140,피제이전자,"7,690","-10","0.13","7,690","7,640","4,579","35,223,660","7,700","7,790","7,630","500",원(KRW),"10,000,000","76,900,000,000",
087600,픽셀플러스,"9,390","-30","0.32","9,390","9,350","3,834","36,027,720","9,320","9,480","9,320","500",원(KRW),"8,166,558","76,683,979,620",
033180,필룩스,"13,350","2,350","21.36","13,350","13,300","4,023,132","51,723,790,600","12,950","13,350","12,250","500",원(KRW),"31,787,257","424,359,880,950",
064800,필링크,"3,400","80","2.41","3,405","3,400","702,051","2,388,667,780","3,325","3,465","3,315","100",원(KRW),"54,600,335","185,641,139,000",
161580,필옵틱스,"28,800","-150","0.52","28,800","28,750","40,094","1,165,661,600","28,950","29,550","28,800","500",원(KRW),"5,818,200","167,564,160,000",
270520,하나금융10호스팩,"2,020","30","0.00","2,020","2,015","26,202","52,451,850","2,005","2,040","1,995","100",원(KRW),"4,602,000","9,296,040,000",
230240,하나금융7호스팩,"2,020","5","0.25","2,020","2,015","21,689","43,809,100","2,015","2,020","2,015","100",원(KRW),"8,000,000","16,160,000,000",
261200,하나금융9호스팩,"2,005","5","0.25","2,015","2,000","23,337","46,679,000","2,000","2,005","2,000","100",원(KRW),"4,260,000","8,541,300,000",
086790,하나금융지주,"47,100","-550","1.15","47,200","47,100","815,535","38,605,493,400","47,650","47,950","46,750","5,000",원(KRW),"296,003,062","13,941,744,220,200",
099340,하나니켈1호,"1,435","-10","0.69","1,435","1,430","55,644","78,401,590","1,445","1,445","1,395","0",원(KRW),"22,756,200","32,655,147,000",
099350,하나니켈2호,"2,175","-55","2.47","2,180","2,175","64,253","140,025,990","2,205","2,245","2,165","0",원(KRW),"3,284,000","7,142,700,000",
067310,하나마이크론,"5,530","30","0.00","5,530","5,520","199,155","1,110,810,120","5,530","5,680","5,480","500",원(KRW),"22,411,204","123,933,958,120",
166090,하나머티리얼즈,"33,450","650","1.98","33,500","33,450","44,453","1,481,124,050","32,800","33,550","32,700","500",원(KRW),"9,509,737","318,100,702,650",
039130,하나투어,"109,000","5,000","4.81","109,500","109,000","117,885","12,930,458,000","104,500","111,500","104,500","500",원(KRW),"11,616,185","1,266,164,165,000",
136480,하림,"3,540","80","2.31","3,545","3,540","1,043,322","3,674,627,825","3,460","3,545","3,460","500",원(KRW),"86,945,938","307,788,620,520",
024660,하림홀딩스,"3,910","10","0.26","3,910","3,900","192,246","754,066,960","3,900","3,995","3,850","500",원(KRW),"89,157,190","348,604,612,900",
233990,하우동천,"15,900","-550","3.34","15,900","15,400","519","7,993,500","15,300","16,100","15,300","100",원(KRW),"13,440,000","213,696,000,000",
172580,하이골드12호,"2,380","25","1.06","2,380","2,360","12,309","29,197,550","2,390","2,390","2,355","5,000",원(KRW),"13,044,500","31,045,910,000",
153360,하이골드3호,"1,480","-10","0.67","1,485","1,480","2,835","4,188,735","1,470","1,490","1,470","5,000",원(KRW),"16,149,790","23,901,689,200",
159650,하이골드8호,"856","-2","0.23","857","856","9,205","7,871,798","895","895","853","5,000",원(KRW),"14,905,929","12,759,475,224",
149980,하이로닉,"6,470","200","3.19","6,470","6,460","112,328","713,708,990","6,270","6,470","6,230","100",원(KRW),"14,094,745","91,193,000,150",
013030,하이록코리아,"24,350","550","2.31","24,350","24,250","34,624","834,819,650","23,800","24,850","23,750","500",원(KRW),"13,613,232","331,482,199,200",
126700,하이비젼시스템,"17,400","-100","0.57","17,400","17,350","261,018","4,506,221,850","17,600","17,700","17,050","500",원(KRW),"14,942,112","259,992,748,800",
200470,하이셈,"3,210","70","2.23","3,210","3,205","295,317","951,900,455","3,155","3,270","3,150","500",원(KRW),"17,553,680","56,347,312,800",
071090,하이스틸,"23,700","750","3.27","23,800","23,700","54,253","1,282,974,050","23,600","24,500","23,150","5,000",원(KRW),"1,999,944","47,398,672,800",
235010,하이에이아이1호스팩,"2,020","10","0.50","2,020","2,010","20,761","41,739,625","2,010","2,020","2,010","100",원(KRW),"4,950,000","9,999,000,000",
217500,하이제3호스팩,"2,500","-50","1.96","2,520","2,500","182,062","455,546,140","2,550","2,555","2,475","100",원(KRW),"4,750,000","11,875,000,000",
221840,하이즈항공,"7,190","260","3.75","7,190","7,150","40,396","289,117,700","6,940","7,420","6,940","500",원(KRW),"17,696,167","127,235,440,730",
106190,하이텍팜,"12,600","-250","1.95","12,650","12,600","27,282","348,007,600","12,850","13,050","12,600","500",원(KRW),"7,088,782","89,318,653,200",
019490,하이트론,"4,755","125","2.70","4,755","4,685","13,244","62,094,330","4,700","4,850","4,600","2,500",원(KRW),"5,530,735","26,298,644,925",
000080,하이트진로,"21,100","30","0.00","21,150","21,100","147,470","3,113,699,800","21,100","21,250","21,000","5,000",원(KRW),"70,133,611","1,479,819,192,100",
000087,하이트진로2우B,"17,150","50","0.29","17,150","17,100","2,405","41,229,900","17,100","17,200","17,050","5,000",원(KRW),"1,130,138","19,381,866,700",
000140,하이트진로홀딩스,"9,480","120","1.28","9,480","9,420","6,240","58,861,510","9,300","9,490","9,300","5,000",원(KRW),"23,206,765","220,000,132,200",
000145,하이트진로홀딩스우,"9,200","30","0.00","9,200","9,010","1,460","13,182,190","9,080","9,200","9,000","5,000",원(KRW),"470,810","4,331,452,000",
066130,하츠,"5,930","-60","1.00","5,940","5,930","194,390","1,161,622,810","5,970","6,090","5,910","500",원(KRW),"12,800,000","75,904,000,000",
240540,한국4호스팩,"2,015","5","0.25","2,015","2,010","12,018","24,216,180","2,010","2,015","2,010","100",원(KRW),"5,500,000","11,082,500,000",
152550,한국ANKOR유전,"1,900","5","0.26","1,900","1,895","44,928","85,124,540","1,895","1,900","1,890","0",원(KRW),"70,020,000","133,038,000,000",
004590,한국가구,"38,300","250","0.66","38,350","38,000","749","28,490,700","38,650","38,650","37,850","1,000",원(KRW),"1,500,000","57,450,000,000",
036460,한국가스공사,"47,250","200","0.43","47,250","47,200","265,673","12,621,243,000","47,450","48,800","46,750","5,000",원(KRW),"92,313,000","4,361,789,250,000",
039340,한국경제TV,"3,690","30","0.00","3,690","3,680","155,282","572,385,090","3,750","3,750","3,625","500",원(KRW),"23,000,000","84,870,000,000",
005430,한국공항,"45,250","650","1.46","45,250","45,100","4,916","221,368,600","44,450","45,350","44,450","5,000",원(KRW),"3,166,355","143,277,563,750",
071050,한국금융지주,"82,700","5,600","7.26","82,700","82,600","349,050","28,817,323,200","77,700","85,400","77,700","5,000",원(KRW),"55,725,992","4,608,539,538,400",
071055,한국금융지주우,"40,650","1,600","4.10","40,750","40,650","5,951","243,647,650","38,750","41,700","38,750","5,000",원(KRW),"5,858,251","238,137,903,150",
034950,한국기업평가,"56,400","-400","0.70","56,900","56,300","204","11,537,600","56,800","57,000","56,000","5,000",원(KRW),"4,540,514","256,084,989,600",
010040,한국내화,"3,115","10","0.32","3,115","3,110","28,935","89,806,120","3,105","3,125","3,070","500",원(KRW),"22,863,632","71,220,213,680",
025540,한국단자,"58,900","1,000","1.73","58,900","58,800","10,791","629,058,300","58,000","58,900","57,700","500",원(KRW),"10,415,000","613,443,500,000",
222980,한국맥널티,"12,100","100","0.83","12,200","12,100","9,054","109,885,200","12,050","12,250","11,950","500",원(KRW),"4,975,000","60,197,500,000",
226610,한국비엔씨,"11,400","150","1.33","11,550","11,350","4,376","49,979,500","11,250","11,500","11,250","500",원(KRW),"5,919,776","67,485,446,400",
004090,한국석유,"100,500","2,300","2.34","100,500","100,000","1,831","182,316,200","98,000","100,500","97,400","5,000",원(KRW),"655,200","65,847,600,000",
025550,한국선재,"2,795","20","0.72","2,805","2,795","395,835","1,118,858,080","2,780","2,870","2,780","500",원(KRW),"24,522,254","68,539,699,930",
002960,한국쉘석유,"352,000","18,500","5.55","352,000","350,500","4,273","1,472,143,000","336,000","352,500","332,000","5,000",원(KRW),"1,300,000","457,600,000,000",
017890,한국알콜,"7,840","200","2.62","7,840","7,830","112,632","873,570,500","7,640","7,880","7,610","500",원(KRW),"21,605,760","169,389,158,400",
002000,한국유리,"34,750","350","1.02","34,750","34,600","4,825","167,043,500","34,750","34,900","33,850","5,000",원(KRW),"10,079,660","350,268,185,000",
002005,한국유리우,"29,950","250","0.84","30,000","29,650","106","3,195,350","30,250","30,250","29,700","5,000",원(KRW),"454,767","13,620,271,650",
123890,한국자산신탁,"6,500","90","1.40","6,500","6,490","106,993","691,076,870","6,460","6,510","6,410","500",원(KRW),"93,500,000","607,750,000,000",
015760,한국전력,"32,500","850","2.69","32,500","32,450","1,946,210","62,987,997,300","31,850","32,700","31,800","5,000",원(KRW),"641,964,077","20,863,832,502,500",
063570,한국전자금융,"12,450","-50","0.40","12,450","12,400","424,003","5,265,004,600","12,750","12,750","12,200","500",원(KRW),"34,645,728","431,339,313,600",
041460,한국전자인증,"8,640","90","1.05","8,640","8,630","356,984","3,038,786,200","8,460","8,650","8,360","500",원(KRW),"21,459,249","185,407,911,360",
006200,한국전자홀딩스,"834","10","1.21","834","832","171,593","142,477,521","823","842","821","500",원(KRW),"46,803,136","39,033,815,424",
101680,한국정밀기계,"2,410","30","0.00","0","0","0","0","0","0","0","500",원(KRW),"8,404,000","20,253,640,000",
039740,한국정보공학,"4,310","60","1.41","4,310","4,280","21,195","90,493,745","4,255","4,310","4,205","500",원(KRW),"8,018,397","34,559,291,070",
053300,한국정보인증,"6,920","70","1.02","6,920","6,910","419,291","2,905,408,160","6,850","7,040","6,760","500",원(KRW),"31,165,000","215,661,800,000",
025770,한국정보통신,"12,300","200","1.65","12,300","12,200","58,714","721,662,500","12,100","12,600","12,100","500",원(KRW),"38,812,743","477,396,738,900",
271740,한국제5호스팩,"2,045","20","0.99","2,050","2,015","7","14,320","2,050","2,050","2,045","100",원(KRW),"4,000,000","8,180,000,000",
281410,한국제6호스팩,"2,005","5","0.25","2,005","2,000","18,377","36,753,755","2,000","2,005","1,995","100",원(KRW),"4,510,000","9,042,550,000",
002300,한국제지,"22,850","-100","0.44","22,950","22,850","4,162","95,217,950","22,800","23,050","22,800","5,000",원(KRW),"5,004,949","114,363,084,650",
023350,한국종합기술,"6,400","240","3.90","6,400","6,370","249,759","1,590,368,460","6,160","6,530","6,140","500",원(KRW),"10,950,000","70,080,000,000",
025890,한국주강,"2,360","-20","0.84","2,370","2,360","11,536","27,341,585","2,375","2,395","2,355","500",원(KRW),"11,309,259","26,689,851,240",
000970,한국주철관,"10,000","-50","0.50","10,050","10,000","30,915","313,737,350","10,200","10,300","10,000","500",원(KRW),"22,800,500","228,005,000,000",
104700,한국철강,"35,000","-550","1.55","35,050","35,000","7,270","254,902,000","35,300","35,300","34,750","5,000",원(KRW),"9,210,000","322,350,000,000",
017960,한국카본,"7,380","60","0.82","7,380","7,360","666,473","4,952,339,290","7,360","7,570","7,290","500",원(KRW),"43,960,757","324,430,386,660",
023760,한국캐피탈,"619","1","0.16","621","619","274,461","168,929,532","620","624","610","500",원(KRW),"168,209,576","104,121,727,544",
054040,한국컴퓨터,"3,770","15","0.40","3,770","3,765","56,000","210,811,950","3,770","3,785","3,730","500",원(KRW),"16,071,290","60,588,763,300",
050540,한국코퍼레이션,"2,445","165","7.24","2,450","2,445","230,058","546,271,635","2,255","2,490","2,250","500",원(KRW),"26,312,841","64,334,896,245",
161890,한국콜마,"82,000","4,700","6.08","82,000","81,900","330,851","26,797,759,800","78,200","82,300","78,000","500",원(KRW),"21,104,461","1,730,565,802,000",
024720,한국콜마홀딩스,"49,000","2,500","5.38","49,000","48,850","148,007","7,185,889,150","47,000","49,000","47,000","500",원(KRW),"16,748,936","820,697,864,000",
021650,한국큐빅,"2,615","-15","0.57","2,615","2,610","90,658","237,554,045","2,630","2,655","2,605","500",원(KRW),"14,590,000","38,152,850,000",
161390,한국타이어,"56,900","700","1.25","56,900","56,800","171,177","9,732,335,600","56,300","57,800","55,800","500",원(KRW),"123,875,069","7,048,491,426,100",
000240,한국타이어월드와이드,"19,650","400","2.08","19,650","19,550","79,579","1,547,260,800","19,150","19,650","19,150","500",원(KRW),"93,020,173","1,827,846,399,450",
053590,한국테크놀로지,"2,100","55","2.69","2,105","2,100","435,756","908,087,110","2,090","2,130","2,015","500",원(KRW),"47,059,284","98,824,496,400",
034830,한국토지신탁,"2,975","75","2.59","2,980","2,975","408,228","1,199,455,345","2,900","2,975","2,900","1,000",원(KRW),"252,489,230","751,155,459,250",
007280,한국특수형강,"2,515","-60","2.33","2,520","2,515","442,161","1,115,588,460","2,530","2,565","2,500","500",원(KRW),"18,020,878","45,322,508,170",
168490,한국패러랠,"2,435","-5","0.20","2,435","2,430","21,340","51,746,760","2,455","2,455","2,420","0",원(KRW),"80,020,000","194,848,700,000",
037230,한국팩키지,"3,010","120","4.15","3,015","3,010","793,338","2,345,292,655","2,825","3,020","2,825","500",원(KRW),"25,000,000","75,250,000,000",
010100,한국프랜지,"10,200","-50","0.49","10,300","10,200","8,748","89,009,500","10,300","10,350","10,100","5,000",원(KRW),"6,090,084","62,118,856,800",
047810,한국항공우주,"48,250","800","1.69","48,250","48,200","392,336","18,996,322,250","47,800","49,300","47,550","5,000",원(KRW),"97,475,107","4,703,173,912,750",
123690,한국화장품,"16,900","1,250","7.99","16,900","16,850","949,150","15,766,725,500","16,000","17,150","15,550","500",원(KRW),"16,068,000","271,549,200,000",
003350,한국화장품제조,"45,700","3,000","7.03","45,700","45,650","336,454","15,215,198,350","43,800","46,550","43,050","500",원(KRW),"4,532,000","207,112,400,000",
030520,한글과컴퓨터,"16,900","300","1.81","16,900","16,800","41,885","703,669,400","16,800","16,950","16,650","500",원(KRW),"23,082,211","390,089,365,900",
052600,한네트,"3,190","35","1.11","3,190","3,180","30,733","97,372,895","3,140","3,195","3,140","500",원(KRW),"11,563,700","36,888,203,000",
011500,한농화성,"4,420","55","1.26","4,420","4,410","17,403","76,589,680","4,390","4,465","4,330","500",원(KRW),"15,637,042","69,115,725,640",
002390,한독,"36,150","450","1.26","36,150","36,100","84,259","2,982,653,100","35,600","36,200","34,650","500",원(KRW),"13,763,533","497,551,717,950",
014790,한라,"3,880","110","2.92","3,880","3,875","62,511","239,618,410","3,755","3,900","3,755","5,000",원(KRW),"36,494,942","141,600,374,960",
092460,한라IMS,"7,230","10","0.14","7,230","7,200","18,612","133,907,580","7,130","7,260","7,130","500",원(KRW),"11,459,502","82,852,199,460",
060980,한라홀딩스,"51,700","2,200","4.44","51,800","51,700","32,466","1,645,622,800","49,550","51,900","49,500","5,000",원(KRW),"10,802,691","558,499,124,700",
053690,한미글로벌,"9,800","270","2.83","9,810","9,800","53,752","522,488,290","9,540","9,900","9,460","500",원(KRW),"10,897,572","106,796,205,600",
042700,한미반도체,"10,800","400","3.85","10,850","10,800","249,919","2,713,078,700","10,500","11,050","10,500","200",원(KRW),"63,582,100","686,686,680,000",
008930,한미사이언스,"88,300","2,500","2.91","88,400","88,300","110,423","9,742,064,100","86,000","89,000","85,600","500",원(KRW),"63,499,267","5,606,985,276,100",
128940,한미약품,"479,000","7,500","1.59","479,000","478,500","66,257","31,827,692,000","473,500","486,500","470,000","2,500",원(KRW),"11,385,691","5,453,745,989,000",
047080,한빛소프트,"4,920","-70","1.40","4,925","4,920","364,308","1,798,815,395","4,990","4,990","4,890","500",원(KRW),"24,779,836","121,916,793,120",
009240,한샘,"158,500","4,000","2.59","158,500","158,000","38,468","6,038,063,000","153,500","158,500","153,500","1,000",원(KRW),"23,533,928","3,730,127,588,000",
020000,한섬,"28,800","500","1.77","28,800","28,650","52,598","1,509,149,200","28,150","29,050","28,100","500",원(KRW),"24,630,000","709,344,000,000",
003680,한성기업,"6,600","-60","0.90","6,640","6,600","5,890","38,788,440","6,660","6,670","6,540","5,000",원(KRW),"5,477,951","36,154,476,600",
105630,한세실업,"22,050","250","1.15","22,050","22,000","175,020","3,834,069,600","22,000","22,250","21,650","500",원(KRW),"40,000,000","882,000,000,000",
069640,한세엠케이,"10,150","50","0.50","10,150","10,100","29,783","301,064,000","10,100","10,200","10,050","500",원(KRW),"12,909,322","131,029,618,300",
016450,한세예스24홀딩스,"9,610","-100","1.03","9,690","9,610","9,651","93,357,640","9,710","9,800","9,570","500",원(KRW),"40,000,000","384,400,000,000",
010420,한솔PNS,"1,695","25","1.50","1,700","1,695","478,510","807,604,755","1,670","1,720","1,665","500",원(KRW),"20,493,012","34,735,655,340",
009180,한솔로지스틱스,"2,660","-65","2.39","2,660","2,655","1,928,549","5,116,991,360","2,685","2,705","2,580","500",원(KRW),"16,477,425","43,829,950,500",
070300,한솔시큐어,"6,780","240","3.67","6,790","6,780","108,979","721,224,590","6,480","6,780","6,460","500",원(KRW),"7,366,074","49,941,981,720",
099660,한솔신텍,"927","8","0.87","927","926","92,401","85,285,824","919","929","916","500",원(KRW),"63,987,602","59,316,507,054",
221610,한솔씨앤피,"7,970","170","2.18","7,970","7,910","3,592","28,196,930","7,870","7,980","7,790","500",원(KRW),"3,993,673","31,829,573,810",
070590,한솔인티큐브,"2,345","-50","2.09","2,350","2,345","188,830","445,424,095","2,395","2,430","2,300","500",원(KRW),"13,879,521","32,547,476,745",
213500,한솔제지,"15,950","30","0.00","16,000","15,950","122,472","1,950,211,100","16,100","16,150","15,800","5,000",원(KRW),"23,800,576","379,619,187,200",
014680,한솔케미칼,"74,000","2,700","3.79","74,000","73,700","58,956","4,323,497,200","71,100","74,000","71,100","5,000",원(KRW),"11,295,195","835,844,430,000",
004710,한솔테크닉스,"13,350","300","2.30","13,400","13,350","444,291","5,989,689,200","13,200","13,850","13,150","5,000",원(KRW),"22,109,878","295,166,871,300",
004150,한솔홀딩스,"5,050","125","2.54","5,050","5,040","158,392","798,946,170","4,925","5,100","4,925","5,000",원(KRW),"46,359,871","234,117,348,550",
025750,한솔홈데코,"1,585","-20","1.25","1,590","1,585","1,708,696","2,704,628,945","1,595","1,605","1,560","1,000",원(KRW),"80,565,149","127,695,761,165",
042520,한스바이오메드,"30,250","-50","0.17","30,250","30,150","102,570","3,070,400,850","30,300","30,300","29,550","500",원(KRW),"9,857,857","298,200,174,250",
004960,한신공영,"21,950","800","3.78","21,950","21,900","66,188","1,428,167,450","21,300","22,050","21,050","5,000",원(KRW),"11,193,804","245,703,997,800",
011700,한신기계,"3,840","50","1.32","3,840","3,835","100,274","382,573,290","3,810","3,845","3,750","500",원(KRW),"32,446,151","124,593,219,840",
078350,한양디지텍,"3,770","-60","1.57","3,820","3,770","39,795","150,416,780","3,870","3,905","3,740","500",원(KRW),"10,000,000","37,700,000,000",
